Imperial Symphony Orchestra,,icso@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
ICTV,,ictv@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Bike Users Group,,icu-bike-user@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Student Action for Refugees,,icustar@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Taekwondo Society,,icutkd@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Wushu Society,,icuwushu@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Indian Society,,indian@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
IQ (Imperial College LGBT+) Society,,iq@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Iraqi Society,,iraqisoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Islamic Society,,islam@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Israeli Society,,israeli.society@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Japanese Society,,japanese@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Jazz& Rock Live Music,,jazz.rock@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Ju-Jitsu Society,,jitsu@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Jewish Society,,jsoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Juggling Society,,juggling.society@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Kabaddi Society,,kabaddi@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Kendo Society,,kendo@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Korean Society,,korean@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Kung Fu Society,,kung.fu@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Labour Society,,laboursoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Lacrosse Society,,lacrosse@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Ladies' Football,,ladiesfootball@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Women's Rugby,,ladiesrugby@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Tennis Society,,lawn.tennis@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Law Society,,lawsoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Lebanese Society,,lebanese@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Leonardo Fine Arts Society,,leonardo@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Light Opera,,light.opera@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Malaysian Society,,malaysian@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Mathematics Society,,mathssoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Mauritian Society,,mauritian@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Meat Appreciation Society,,meat.appreciation@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Mechanical Engineering Society,,mechsoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medical Education Society,,medical.education@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Christian Medical Fellowship,,medics.cmf@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Cricket,,medics.cricket@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Football,,medics.football@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Hockey,,medics.hockey@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Mountaineering,,medics.mountaineering@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Music,,medics.music@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Netball,,medics.netball@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Rugby,,medics.rugby@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Medic's Hockey,,medics.whockey@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Men's Football,,men.football@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Model United Nations,,model.un@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Motor (C&G) Society,,motor@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Mountaineering Society,,mountain@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Materials Society,,mtsoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Music Technology Society,,music.tech@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Musical Theatre Society,,musicaltheatre@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Muslim Medics Society,,muslimmedics@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Netball,,netball@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Nigerian Society,,nigerian@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Outdoor Society,,outdoor@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Pakistan Society,,pakistan@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Palestinian Society,,palestinian@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Parkour Society,,parkour@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Photosoc,,photographic.society@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Physics Society,,physics.society@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Pilots Society,,pilots@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Poker Society,,poker@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Pole & Aerial Society,,poledance@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Polish Society,,polsoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Punjabi Society,,punjabi@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
RCS Motor Club,,rcsmc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Real Ale Society,,real.ale@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Riding & Polo Society,,riding@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
RSM Hockey,,rsmhockey@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Men's Rugby,,rugby@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Cross Country & Athletics Society,,run@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Sailing Society,,sailing@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Save the Children,,savethechildren@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Scandinavian Society,,scansoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
SCUBA (Underwater) Club,,scuba@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Shaolin Kung-Fu Society,,shaolin@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Shorinji Kempo,,shorinji@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Karate Shotokan Society,,shotokan@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Sikh Society,,sikh@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Sinfonietta,,sinfonietta@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Singapore Society,,singapore@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Skate Society,,skate@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Snowsports Society,,ski@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Skydiving Society,,skydive@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Snooker & Pool Society,,snooker@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Society of Research and Academia,,sora@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Soup Run,,souprun@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Spanish Society,,spanish@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Speakers Society,,speakers@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Squash Society,,squash@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Sri Lankan Society,,srilanka@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Scouts and Guides,,ssago@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
IC Students for the Exploration and Development of Space (ICSEDS),,sseti@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Surgical Society,,surgical.soc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Swim & Water Polo Society,,swimming@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Synchronized Swimming Society,,syncswimming@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Table Tennis Society,,tabletennis@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Taiwan Society,,taiwan@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
International Tamil Society,,tamil@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Tea Society,,teasoc@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Thai Society,,thai@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Triathlon Society,,triathlon@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Ultimate Frisbee Society,,ultimate@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
UNICEF,,unicef@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Vision,,vision@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Volleyball Society,,volleyball.club@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Wakeboarding Society,,wakeboarding@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Tabletop Gaming Society,,wargames@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Software Society,,web.design@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Imperial Wind Band,,windband@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Wing Chun Society,,wingchun@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Wilderness Medicine,,wmed@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Women in SET,,women.set@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Yacht Society,,yacht@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Yoga Society,,yoga@imperial.ac.uk,P,London,Imperial College London,YES,25.09.16,Rebecca,
Nordic Society,,1400694@my.brunel.ac.uk,P,London,Brunel University,YES,25.09.16,Rebecca,
Zombie Society,,1400694@my.brunel.ac.uk,P,London,Brunel University,YES,25.09.16,Rebecca,
Nigerian Society,,1512819@my.brunel.ac.uk,P,London,Brunel University,YES,25.09.16,Rebecca,
Baking Society,,brunelbaking@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Bio Medical Society,,Brunelbiomedical@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Circus Skills Society,,BrunelCircusSkillsSociety@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Fashion Society,,brunelfashionsociety@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
LGBT Society,,brunellgbt@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Occupational Therapy Society,,brunelotsociety@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Psychology Society,,BrunelPsychologySociety2015@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Sikh Society,,brunelsikhsoc@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Singapore Society,,brunelsingaporesociety@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
Wildlife and Environmental Conservation,,bwecsociety@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
LINKS (St John Ambulance),,chair-brunellinks@sja.org.uk,U (is_catchall),London,Brunel University,YES,25.09.16,Rebecca,
Jewish Society,,dt13jdi@my.brunel.ac.uk,P,London,Brunel University,YES,25.09.16,Rebecca,
Women in STEM and Design,,innovia.brunel@gmail.com,P,London,Brunel University,YES,25.09.16,Rebecca,
180 Degrees Consulting,,lse@180dc.org,P,London,London School of Economics,YES,25.09.16,Rebecca,
Accounting Society,,lsesu.as@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
"Accounting, Organisations and Institutions Society",,lse.aoi.society@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
"Advertising, Marketing and PR (Society",,ampsocietylse@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
AIESEC,,lse@aiesec.co.uk,P,London,London School of Economics,YES,25.09.16,Rebecca,
Album Club,,lsesualbumclub@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Alternative Investments Club,,info@lseaic.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Anime and Manga Society,,lsesuanime@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Applicable Maths,,lseapplicablemaths@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Artichoke Society,,info@artichokesociety.org,P,London,London School of Economics,YES,25.09.16,Rebecca,
Association of Southeast Asian Nations (ASEAN),,lsesuasean@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Baking Society,,lsesubakingsociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Bangla Society,,su.soc.bangla@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Beekeeping Society,,lsesu.beekeepingsociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Behavioural Economics Society,,lsesubehaviouraleconomics@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Board Games Society,,lsesu.boardgames@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Brazilian Society,,lsesu.braziliansociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Business and Finance Group,,lsebusiness.financegroup@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Canadian Society,,lsesucanadiansociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Central American Students Association (CASA),,lsesucasa@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Chess Society,,lsesu.chess.society@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Chinese Students and Scholars Association (CSSA),,lsesucssa@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Corporate Social Responsibility and Ethical Business,,lsesu.csr.ethical.business@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Craft Society,,lsesucraft@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Debate Society,,lsedebate@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Digital Arts Society,,lsesudas@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Economic History Society,,lsesu.economichistorysoc@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Emerging Markets Society,,Info@lse-emf.co.uk,P,London,London School of Economics,YES,25.09.16,Rebecca,
Energy Society,,lsesuenergysociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Ethical Finance Society,,ethicalfinancelse@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
European Society,,LSESUEuropeanSociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Film Society,,lsesufilmsociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Free Speech Society,,lsesufreespeech@outlook.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Gaming Society,,lsesugamingsoc@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
German Society,,contact@german-society.co.uk,P,London,London School of Economics,YES,25.09.16,Rebecca,
Graduate Management Society,,info@lsesugms.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Hedge Fund Society,,lsehfs@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Home Students,,lsesuhomestudents@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Human Rights Society,,lsesuhumanrights@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Insurance Society,,lsesuinsurancesociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
International Security Society,,lsesu.is@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Intersectional Feminist Society,,lsesu.soc.feminist@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Investment Society,,lsesuinvest@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Irish Society,,lsesu.irishsociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Kurdish Society,,lsesukurdishsociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Latin American Society,,lsesulatam@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
London Globalist,,thelondonglobalist@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Luxembourg Society,,lsesuluxembourgsociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Mexican Society,,lsemexicansociety@outlook.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Microfinance Society,,lsesu.soc.microfinance@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Nepalese Society,,lsesu.nepalesesociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Neuroscience in the Social Sciences,,lsesuneuroscience@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Nigerian Society,,lsesunigeriansociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
"Philosophy, Politics and Economics Society",,lse.ppe@outlook.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Policy Society,,lsesupolicysociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
LSE Politics and Forum,,lsesuforum@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
LSE Red Cross,,lsesuredcross@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Science and Engineering Society,,LSEscieng@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Singapore Society,,singaporesocietylsesu@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Social Innovation Society,,lsesu.sis@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Students for Children,,lsesustudents@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Sustainable Futures,,sustainable.futures.lse@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Tamil Society,,lsesutamilsoc@hotmail.co.uk,P,London,London School of Economics,YES,25.09.16,Rebecca,
Technology Society,,lsesutechnology@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Tibet Society,,tibet.lsesu@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Trading Society,,lsetradingsociety@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
LSE United Nations,,lsesu.unsoc@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Women in Business,,lsewomeninbusiness@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Women Leaders of Tomorrow,,lsesu.womenleaders@gmail.com,P,London,London School of Economics,YES,25.09.16,Rebecca,
Action Palestine Society,,kclactionpalestine@googlemail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Afghan Welfare Society,,afghan.soc@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
African and Caribbean Society,,Kcl_acs@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Ahlul Bayt Society,,kclabsoc1@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Aikido Society,,kcl.aikido@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
American Football,,regentsfootball@hotmail.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Amicus Society,,maherunesa.khandaker@kcl.ac.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Amnesty International Society,,kclamnestyinternational@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Anatomy Society,,kclanatomy@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Animal Rights Society,,kclanimalrights@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Anime & Manga Society,,kclanimangasoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Arabic Society,,kclarabicsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Archery Society,,KCLArcherySociety@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Articaine Society,,Articaine.KCL@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
ASEAN Society,,kclasean.pres@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Asian Medical Students Association,,uk.amsa@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Association of British and Chinese University Students,,kingsabacus@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
"Atheist, Humanist and Secular Society",,Kclahss@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Austrian Society,,austriansocietyKCL@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Azerbaijan Society,,kcl.azerbaijan.society@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Bangladesh Society,,kclbds@googlemail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Men's Basketball,,kclbasketball@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Women's Basketball,,kingswomensbasketball@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Battle Rap & Spoken Word Society,,KCL.BRSW@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Belgian Society,,belgiansociety.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Biochemistry Society,,kclbiochemsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Biomedical Sciences Society,,kclbiomedsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Bioscience Students' Association,,kingsbiomedsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Bloomsbury Academics Society,,bloomsburyhumanities@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Boxing Club,,kclboxingclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Breakin' KCL Society,,breakin.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
British Chinese Dental Student Association,,BCDSA.London@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
British Red Cross Society,,kclbritishredcrossgroup@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Bulgarian Society,,bulgarian.society.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Canadian and American Society,,kclcanamsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Catholic Society,,kclcatholicsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Chemistry Society,,kclchemsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Chess Society,,tom.datsev@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Chinese Society,,kclcs@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Christian Union,,kingscu@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Circus Skills Society,,kclcircusskills@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Climbing/Mountaineering Society,,kclmc.committee@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Consulting & Financial Advisory Society,,contactus@kingscfa.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
CoppaFeel! Society,,coppafeel.kings@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Creative Writing Society,,kclcreative@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Cypriot Society,,kclcysoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Czech and Slovak Society,,KCLczechandslovak@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Dance Society,,contact@kcldancesoc.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Dermatology Society,,kcldermatologysociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Dhol Society,,kingsdholacademy@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Diplomacy Society,,contact@kingsdiplomacy.org,P,London,King's College London,YES,25.09.16,Rebecca,
Disco Society,,kcldiscosoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
East African Society,,easockcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
EcoSoc,,ecosockcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Emergency Medicine Society,,kclemergencymedicinesoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Enactus KCL,,president@enactuskcl.org,P,London,King's College London,YES,25.09.16,Rebecca,
Energy Society,,kclenergysociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
English Literary Society,,kingsenglishliterarysociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Entrepreneurs Society,,kcleisociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Equestrian Club,,kclequestrianclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Erasmus Society,,kclerasmussoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
European Law Students Association,,elsa.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
European Society,,europeansociety.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Extended Medical Degree Programme Society,,admin@emdpsociety.com,P,London,King's College London,YES,25.09.16,Rebecca,
Falun Dafa Society,,falundafa.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Fashion Society,,kclfashionsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Fencing Club,,kingscollegefencing@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Filipino Society,,kclfilipinosociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Fine Wine Society,,kcl.finewinesociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
FinTech Society,,kclfintech@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
FITE,,kclFITEclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Fitness Feat,,fitnessfeatkcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
